Volatility 3 Framework 2.26.2

Offset	Name
0xc90c0ea94b80	\$Directory
0xc90c0ea94d10	\$Directory
0xc90c0ea95800	\Users\Elon\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Office_WINWORD_EXE_15
0xc90c0ea95990	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0xc90c0ea95cb0	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c0ea95e40	\$Directory
0xc90c0ea96160	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c0ea962f0	\$Directory
0xc90c0ea96610	\$Directory
0xc90c0ea967a0	\$Directory
0xc90c0ea96930	\Windows\System32\SearchIndexer.exe
0xc90c0ea96c50	\Windows\Fonts\timesbd.ttf
0xc90c0ea96de0	\LOCAL\mojo.5488.5628.8300803722311173475
0xc90c0ea97100	\Windows\Fonts\arial.ttf
0xc90c0ea97290	\$Directory
0xc90c0ea97420	\$Directory
0xc90c0ea975b0	\ProgramData\Microsoft\Windows\Start Menu\Programs\desktop.ini
0xc90c0ea978d0	\$Directory
0xc90c0ea97a60	\Windows\SoftwareDistribution\Download\866c81dc840d55ae287b958b3a21c75e\Metadata\Mitigation.dll
0xc90c0ea97d80	\Windows\SoftwareDistribution\Download\866c81dc840d55ae287b958b3a21c75e\Metadata\UAOneSettings.dll
0xc90c0ea98230	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\msedge_200_percent.pak
0xc90c0ea983c0	\$Directory
0xc90c0ea98550	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\Locales\en-US.pak
0xc90c0ea986e0	\ProgramData\VMware\VMware Tools\manifest.txt
0xc90c0ea98a00	\Users\Elon\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\desktop.ini
0xc90c0ea98b90	\Windows\Prefetch\CMD.EXE-0BD30981.pf
0xc90c0ea98d20	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\msedge_100_percent.pak
0xc90c0ea98eb0	\$Directory
0xc90c0ea991d0	\Users\Elon\AppData\Local\Temp\a0fe0a23-0664-40c9-b5ee-a8737bcb678c.tmp
0xc90c0ea994f0	\$Directory
0xc90c0ea99680	\Windows\Fonts\arialbd.ttf
0xc90c0ea999a0	\$Directory
0xc90c0ea99b30	\Windows\System32\oleaut32.dll
0xc90c0ea99e50	\$Directory
0xc90c0ea9a300	\$Directory
0xc90c0ea9a490	\Windows\Fonts\ariali.ttf
0xc90c0ea9a620	\$Directory
0xc90c0ea9a7b0	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\resources.pak
0xc90c0ea9a940	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
0xc90c0ea9aad0	\LOCAL\mojo.5488.5628.17036294498833908578
0xc90c0ea9ac60	\$Directory
0xc90c0ea9adf0	\$Directory
0xc90c0ea9b110	\$Directory
0xc90c0ea9b2a0	\Windows\Fonts\ARIALN.TTF
0xc90c0ea9b430	\Windows\Prefetch\CONHOST.EXE-0C6456FB.pf
0xc90c0ea9b5c0	\$Directory
0xc90c0ea9b8e0	\Windows\Fonts\ARIALNB.TTF
0xc90c0ea9ba70	\Windows\Fonts\ARIALNBI.TTF
0xc90c0ea9bc00	\Users\Elon\AppData\Local\Temp\e45b556d-c112-468f-b7b4-4aa43b95d1a1.tmp
0xc90c0ea9bd90	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db
0xc90c0ea9c0b0	\LOCAL\mojo.5488.5628.8300803722311173475
0xc90c0ea9c6f0	\Windows\Fonts\arialbi.ttf
0xc90c0ea9c880	\Windows\Fonts\ARIALNI.TTF
0xc90c0ea9ca10	\Windows\System32\sppsvc.exe
0xc90c0ea9cba0	\$Directory
0xc90c0ea9cd30	\Users\Elon
0xc90c0ea9cec0	\Windows\System32\rdpcorets.dll
0xc90c0ea9d1e0	\Windows\Fonts\seguili.ttf
0xc90c0ea9d370	\$ConvertToNonresident
0xc90c0ea9d500	\Users\Elon\AppData\Roaming\Microsoft\Windows\Libraries
0xc90c0ea9d690	\Users\Elon\AppData\Roaming\Microsoft\Windows\Libraries
0xc90c0ea9d820	\Windows\Fonts\ariblk.ttf
0xc90c0ea9d9b0	\$Directory
0xc90c0ea9db40	\$Directory
0xc90c0ea9dcd0	\Windows\Fonts\segoeuisl.ttf
0xc90c0ea9de60	\$Directory
0xc90c0ea9e180	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.549981C3F5F10_1.1911.21713.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0ea9e310	\Windows\Fonts\segoeuil.ttf
0xc90c0ea9e4a0	\Windows\System32\en-US\Conhost.exe.mui
0xc90c0ea9e630	\$Directory
0xc90c0ea9e7c0	\$Directory
0xc90c0ea9e950	\Windows\Fonts\segoeuib.ttf
0xc90c0ea9eae0	\$Directory
0xc90c0ea9ec70	\Windows\Fonts\segoeuii.ttf
0xc90c0ea9ee00	\$Directory
0xc90c0ea9f120	\Windows\Fonts\seguibl.ttf
0xc90c0ea9f2b0	\$Directory
0xc90c0ea9f440	\Windows\Fonts\segoeui.ttf
0xc90c0ea9fa80	\$Directory
0xc90c0ea9fc10	\$Directory
0xc90c0ea9fda0	\Windows\System32\conhost.exe
0xc90c0eaa00c0	\Windows\Fonts\seguibli.ttf
0xc90c0eaa0250	\Windows\Fonts\segoeuiz.ttf
0xc90c0eaa03e0	\$ConvertToNonresident
0xc90c0eaa0570	\Windows\System32\en-US\mswsock.dll.mui
0xc90c0eaa0700	\Users\Elon\OneDrive
0xc90c0eaa0890	\wkssvc
0xc90c0eaa0a20	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\9aaba763-fc90-449c-9874-08ebd28f3871\8cf40fd17ae76de4_0
0xc90c0eaa0bb0	\Windows\Media\Windows Hardware Remove.wav
0xc90c0eaa0d40	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\9aaba763-fc90-449c-9874-08ebd28f3871\8cf40fd17ae76de4_1
0xc90c0eaa0ed0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\9aaba763-fc90-449c-9874-08ebd28f3871\fe31c433bdbe6209_0
0xc90c0eaa1380	\Windows\SysWOW64\mssprxy.dll
0xc90c0eaa1510	\$Directory
0xc90c0eaa16a0	\Users\Elon\OneDrive
0xc90c0eaa1830	\Windows\System32\rpcss.dll
0xc90c0eaa19c0	\Windows\System32\en-US\cmd.exe.mui
0xc90c0eaa1b50	\Windows\Fonts\seguisb.ttf
0xc90c0eaa1ce0	\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000005.db
0xc90c0eaa1e70	\Users\Elon\Videos
0xc90c0eaa2190	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.AAD.BrokerPlugin_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0eaa2320	\Program Files\010 Editor\shlext010x64.dll
0xc90c0eaa24b0	\Windows\Fonts\seguisli.ttf
0xc90c0eaa27d0	\Windows\Fonts\seguisbi.ttf
0xc90c0eaa2960	\$Directory
0xc90c0eaa2af0	\Windows\Prefetch\AUDIODG.EXE-AB22E9A6.pf
0xc90c0eaa2c80	\Windows\System32\winevt\Logs\OAlerts.evtx
0xc90c0eaa2e10	\Windows\System32\audiodg.exe
0xc90c0eaa32c0	\$Directory
0xc90c0eaa3450	\$Directory
0xc90c0eaa3770	\Users\Elon\Videos
0xc90c0eaa3a90	\Windows\Registration\R000000000006.clb
0xc90c0eaa3db0	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0xc90c0eaa4260	\Users\Elon\Music
0xc90c0eaa43f0	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db
0xc90c0eaa4580	\Program Files\WindowsApps\Microsoft.BingWeather_4.25.20211.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0eaa48a0	\Users\Elon\Music
0xc90c0eaa4a30	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\9aaba763-fc90-449c-9874-08ebd28f3871\fe31c433bdbe6209_1
0xc90c0eaa4bc0	\Users\Elon\Pictures
0xc90c0eaa4d50	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
0xc90c0eaa4ee0	\Users\Elon\Documents
0xc90c0eaa5200	\Users\Elon\Documents
0xc90c0eaa5390	\CMApi
0xc90c0eaa5520	\$Directory
0xc90c0eaa56b0	\Windows\System32
0xc90c0eaa5840	\Windows\System32\en-US\audiodg.exe.mui
0xc90c0eaa59d0	\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\AppxManifest.xml
0xc90c0eaa5b60	\$Directory
0xc90c0eaa5cf0	\Users\Elon\Pictures
0xc90c0eaa5e80	\Users\Elon\Downloads
0xc90c0eaa61a0	\Windows\System32\DeviceSetupManager.dll
0xc90c0eaa6330	\$Directory
0xc90c0eaa64c0	\$Directory
0xc90c0eaa6650	\$Directory
0xc90c0eaa67e0	\Users\Elon\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0xc90c0eaa6b00	\Users\Elon\Desktop
0xc90c0eaa6c90	\CMNotify
0xc90c0eaa6e20	\$Directory
0xc90c0eaa7140	\Users\Elon\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0xc90c0eaa7460	\Users\Elon\AppData\Roaming\Microsoft\Windows\Start Menu\Programs
0xc90c0eaa75f0	\$ConvertToNonresident
0xc90c0eaa7c30	\$Directory
0xc90c0eaa7dc0	\CMNotify
0xc90c0eaa80e0	\Users\Elon\Downloads
0xc90c0eaa8270	\Users\Elon\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0xc90c0eaa8400	\Windows\Prefetch\RUNTIMEBROKER.EXE-67310593.pf
0xc90c0eaa8590	\Users\Elon\AppData\Roaming\Microsoft\Windows\Start Menu\Programs
0xc90c0eaa88b0	\Users\Elon\AppData\Local\Microsoft\Windows\Burn
0xc90c0eaa8a40	\Users\Elon\AppData\Local\Microsoft\Windows\Burn
0xc90c0eaa8bd0	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\thumbcache_48.db
0xc90c0eaa8d60	\Users\Elon\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0xc90c0eaa9080	\Users\Elon\AppData\Roaming\Microsoft\Windows\Start Menu
0xc90c0eaa9850	\Users\Elon\AppData\Roaming\Microsoft\Windows\Start Menu
0xc90c0eaa99e0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AppxManifest.xml
0xc90c0eaa9d00	\Windows\Prefetch\SPPSVC.EXE-96070FE0.pf
0xc90c0eaa9e90	\$Directory
0xc90c0eaaa1b0	\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19071.12548.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0eaaa4d0	\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\AppxManifest.xml
0xc90c0eaaa660	\Users\Elon\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0xc90c0eaaa980	\Windows\SystemResources\tquery.dll.mun
0xc90c0eaaab10	\Windows\SystemApps\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy\AppxManifest.xml
0xc90c0eaaae30	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Photos_2019.19071.12548.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0eaab150	\Windows\Fonts\msyhbd.ttc
0xc90c0eaab470	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.SecureAssessmentBrowser_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0eaab600	\Windows\Microsoft.NET\Framework64\v4.0.30319\Config\machine.config
0xc90c0eaab790	\Windows\System32\vcruntime140_clr0400.dll
0xc90c0eaab920	\$Directory
0xc90c0eaabab0	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\AppxManifest.xml
0xc90c0eaabc40	\Windows\System32\enterpriseresourcemanager.dll
0xc90c0eaabdd0	\Windows\System32\ucrtbase_clr0400.dll
0xc90c0eaac0f0	\Windows\System32\kernel32.dll
0xc90c0eaac280	\Windows\System32\KernelBase.dll
0xc90c0eaac410	\ProgramData\Microsoft\Windows\OneSettings\config.json
0xc90c0eaac5a0	\$Directory
0xc90c0eaac730	\Users\Elon\Desktop
0xc90c0eaaca50	\Users\Elon\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0xc90c0eaacbe0	\Program Files\Windows Defender\en-US\EppManifest.dll.mui
0xc90c0eaacd70	\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0eaad090	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0eaad220	\Windows\assembly\NativeImages_v4.0.30319_64\mscorlib\de013c985ad100d05dc94ec118f77b92\mscorlib.ni.dll.aux
0xc90c0eaad3b0	\Windows\Fonts\NirmalaB.ttf
0xc90c0eaad540	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Client-Desktop-Required-Package0511~31bf3856ad364e35~amd64~~10.0.19041.2006.cat
0xc90c0eaad6d0	\$Directory
0xc90c0eaad860	\Windows\Fonts\palab.ttf
0xc90c0eaad9f0	\Windows\System32\wshqos.dll
0xc90c0eaadb80	\$Directory
0xc90c0eaadd10	\Program Files\WindowsApps\Microsoft.XboxApp_48.49.31001.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0eaadea0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0eaae1c0	\Windows\System32\en-US\wshqos.dll.mui
0xc90c0eaae350	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Xbox.TCUI_1.23.28002.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0eaae4e0	\$Directory
0xc90c0eaae670	\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\AppxManifest.xml
0xc90c0eaae800	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGamingOverlay_2.34.28001.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0eaae990	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0eaaeb20	\$Directory
0xc90c0eaaecb0	\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_2.34.28001.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0eaaee40	\Program Files\WindowsApps\Microsoft.Xbox.TCUI_1.23.28002.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0eaaf2f0	\Windows\Microsoft.NET\assembly\GAC_64\mscorlib\v4.0_4.0.0.0__b77a5c561934e089\mscorlib.dll
0xc90c0eaaf480	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxApp_48.49.31001.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0eaaf610	\Windows\System32\wincredui.dll
0xc90c0eaaf7a0	\Windows\Fonts\mmrtextb.ttf
0xc90c0eaaf930	\$Directory
0xc90c0eaafac0	\Program Files\desktop.ini
0xc90c0eaafc50	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGameCallableUI_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0eab0100	\Windows\Fonts\segoeprb.ttf
0xc90c0eab0290	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.ConsoleHost\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.ConsoleHost.dll
0xc90c0eab0420	\CMNotify
0xc90c0eab0740	\ProgramData\Microsoft\Windows\Start Menu
0xc90c0eab08d0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0xc90c0eab0a60	\ProgramData\Microsoft\Windows\OneSettings\CTAC.json
0xc90c0eab0bf0	\Windows\System32\en-US\UIRibbon.dll.mui
0xc90c0eab0d80	\Windows\Microsoft.NET\Framework64\v4.0.30319\clrjit.dll
0xc90c0eab10a0	\ProgramData\Microsoft\Windows\Start Menu
0xc90c0eab13c0	\CurrentOut
0xc90c0eab1550	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\ExeUpdateAgent.dll
0xc90c0eab16e0	\Windows\System32\fms.dll
0xc90c0eab1870	\Windows\Fonts\palabi.ttf
0xc90c0eab1a00	\Windows\Microsoft.NET\assembly\GAC_64\mscorlib\v4.0_4.0.0.0__b77a5c561934e089\mscorlib.dll
0xc90c0eab1b90	\Windows\System32\en-US\fms.dll.mui
0xc90c0eab1eb0	\Windows\assembly\pubpol36.dat
0xc90c0eab24f0	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\Dpx.dll
0xc90c0eab2680	\Windows\System32\UserDeviceRegistration.dll
0xc90c0eab2810	\$Directory
0xc90c0eab29a0	\CMApi
0xc90c0eab2b30	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\Mitigation.dll
0xc90c0eab2cc0	\Windows\Fonts\palai.ttf
0xc90c0eab2e50	\Windows\Microsoft.NET\assembly\GAC_64\mscorlib\v4.0_4.0.0.0__b77a5c561934e089\mscorlib.dll
0xc90c0eab3170	\CMNotify
0xc90c0eab3300	\Windows\System32\WindowsPowerShell\v1.0\Modules\Microsoft.PowerShell.Utility\Microsoft.PowerShell.Utility.psm1
0xc90c0eab3490	\Windows\Fonts\LATINWD.TTF
0xc90c0eab3620	\Windows\Fonts\LBRITE.TTF
0xc90c0eab37b0	\$Directory
0xc90c0eab3940	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Pb378ec07#\4bc9a490e09c4482905e650c6310216b\Microsoft.PowerShell.ConsoleHost.ni.dll.aux
0xc90c0eab3ad0	\CMNotify
0xc90c0eab3c60	\CMNotify
0xc90c0eab3df0	\Users\Public\Desktop
0xc90c0eab4110	\$Directory
0xc90c0eab42a0	\Windows\Fonts\KUNSTLER.TTF
0xc90c0eab4430	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.Management.Infrastructure\v4.0_1.0.0.0__31bf3856ad364e35\Microsoft.Management.Infrastructure.dll
0xc90c0eab45c0	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Client-Features-Package0313~31bf3856ad364e35~amd64~~10.0.19041.1949.cat
0xc90c0eab4750	\$Directory
0xc90c0eab48e0	\Users\Public\Desktop
0xc90c0eab4a70	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
0xc90c0eab4c00	\CMNotify
0xc90c0eab4d90	\CMNotify
0xc90c0eab5240	\CMNotify
0xc90c0eab53d0	\Windows\Fonts\JOKERMAN.TTF
0xc90c0eab5560	\$Directory
0xc90c0eab56f0	\Windows\Fonts\JUICE___.TTF
0xc90c0eab5880	\Windows\System32\en-US\crypt32.dll.mui
0xc90c0eab5a10	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.Mf49f6405#\86c715ed00d4b6abda11387adaa131d6\Microsoft.Management.Infrastructure.ni.dll.aux
0xc90c0eab5ba0	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Xml\v4.0_4.0.0.0__b77a5c561934e089\System.XML.dll
0xc90c0eab5d30	\Windows\Fonts\LCALLIG.TTF
0xc90c0eab5ec0	\Windows\Fonts\LEELAWAD.TTF
0xc90c0eab61e0	\PSHost.133655004037352519.3692.DefaultAppDomain.powershell
0xc90c0eab6370	\$Directory
0xc90c0eab6500	\Windows\Fonts\malgunbd.ttf
0xc90c0eab6690	\Windows\System32\spp\plugin-manifests-signed\sppobjs-spp-plugin-manifest-signed.xrm-ms
0xc90c0eab6820	\Windows\Fonts\ebrimabd.ttf
0xc90c0eab69b0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\MSOXMLMF.DLL
0xc90c0eab6b40	\Windows\Fonts\couri.ttf
0xc90c0eab6cd0	\Windows\System32\spp\store\2.0\data.dat
0xc90c0eab6e60	\Windows\Fonts\framdit.ttf
0xc90c0eab7180	\Windows\Fonts\courbi.ttf
0xc90c0eab7310	\Windows\Fonts\FRAHVIT.TTF
0xc90c0eab74a0	\Windows\Fonts\georgiab.ttf
0xc90c0eab7630	\Windows\Fonts\georgiaz.ttf
0xc90c0eab77c0	\Windows\Fonts\LeelaUIb.ttf
0xc90c0eab7950	\Windows\Fonts\msjhbd.ttc
0xc90c0eab7ae0	\Windows\Fonts\SitkaB.ttc
0xc90c0eab7c70	\Windows\System32\spp\store\2.0\cache\cache.dat
0xc90c0eab7e00	\Windows\Fonts\FRADMIT.TTF
0xc90c0eab8120	\Windows\Fonts\LFAX.TTF
0xc90c0eab82b0	\Windows\Fonts\gadugib.ttf
0xc90c0eab8440	\Windows\Fonts\georgiai.ttf
0xc90c0eab85d0	\Windows\Fonts\ntailub.ttf
0xc90c0eab8760	\Windows\Fonts\phagspab.ttf
0xc90c0eab88f0	\Windows\assembly\NativeImages_v4.0.30319_64\System.Xml\238862161c05eb67325815002be6719c\System.Xml.ni.dll.aux
0xc90c0eab8a80	\Windows\Fonts\taileb.ttf
0xc90c0eab8c10	\Windows\Fonts\segoescb.ttf
0xc90c0eab8da0	\Windows\Fonts\SitkaZ.ttc
0xc90c0eab90c0	\Windows\Fonts\SitkaI.ttc
0xc90c0eab9250	\Windows\System32\spp\plugin-manifests-signed\sppwinob-spp-plugin-manifest-signed.xrm-ms
0xc90c0eab9570	\$Directory
0xc90c0eab9700	\Windows\System32\en-US\mpr.dll.mui
0xc90c0eab9890	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.P6f792626#\0af08d8869b8553b5b828a2660bdf183\Microsoft.PowerShell.Security.ni.dll.aux
0xc90c0eab9a20	\Windows\assembly\NativeImages_v4.0.30319_64\System.Transactions\430a9e8244a211240808d63b95b9d4c8\System.Transactions.ni.dll.aux
0xc90c0eab9bb0	\Windows\System32\en-US\svchost.exe.mui
0xc90c0eab9ed0	\Windows\System32
0xc90c0eaba380	\Windows\System32\net.exe
0xc90c0eaba510	\Connect
0xc90c0eaba6a0	\Windows\System32\vcruntime140.dll
0xc90c0eaba830	\Windows\System32\PrintWorkflowService.dll
0xc90c0eaba9c0	\CMApi
0xc90c0eabab50	\Windows\System32\compstui.dll
0xc90c0eabace0	\Windows\System32\DriverStore\FileRepository\prnms009.inf_amd64_b1142994fb10cf54\MPDW-manifest.ini
0xc90c0eabae70	\Windows\System32\svchost.exe
0xc90c0eabb190	\Windows\Microsoft.NET\assembly\GAC_64\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll
0xc90c0eabb4b0	\DAV RPC SERVICE
0xc90c0eabb640	\Windows\System32\en-US\combase.dll.mui
0xc90c0eabb7d0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\vcruntime140.dll
0xc90c0eabb960	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\vcruntime140_1.dll
0xc90c0eabbaf0	\Windows\System32\DriverStore\FileRepository\prnms009.inf_amd64_b1142994fb10cf54\MPDW_devmode_map.xml
0xc90c0eabbc80	\Windows\System32\net.exe
0xc90c0eabbe10	\Windows\System32
0xc90c0eabc130	\Windows\Microsoft.NET\assembly\GAC_64\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll
0xc90c0eabc2c0	\Windows\System32\DriverStore\FileRepository\ntprint.inf_amd64_0338571dd682fd39\Amd64\MXDWDRV.DLL
0xc90c0eabd3f0	\DAV RPC SERVICE
0xc90c0eabdee0	\DAV RPC SERVICE
0xc90c0eabe390	\Windows\System32\localspl.dll
0xc90c0eabe520	\Windows\System32\en-US\prntvpt.dll.mui
0xc90c0eabecf0	\$Directory
0xc90c0eb3e660	\$Directory
0xc90c0f09be60	\$ConvertToNonresident
0xc90c0f0a2ba0	\$MapAttributeValue
0xc90c0f0ade00	\$Directory
0xc90c0f0b0380	\$Directory
0xc90c0f0c64a0	\Windows\System32\zipfldr.dll
0xc90c0f0c6c70	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0xc90c0f0cdb60	\Windows\System32\en-US\mpr.dll.mui
0xc90c0f0ce4c0	\Windows\System32\vmhgfs.dll
0xc90c0f0ceb00	\Windows\System32\drprov.dll
0xc90c0f0d00e0	\Windows\System32\ntlanman.dll
0xc90c0f0d0a40	\Windows\System32\davclnt.dll
0xc90c0f0d0d60	\Windows\System32\davhlpr.dll
0xc90c0f0dcc00	\Windows\System32\en-US\shell32.dll.mui
0xc90c0f1431e0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\9aaba763-fc90-449c-9874-08ebd28f3871\c219ce504a9a8935_1
0xc90c0f143370	\Windows\System32\trie.dll
0xc90c0f143500	\Windows\Globalization\ELS\SpellDictionaries\MsSp7en-US.lex
0xc90c0f143690	\$ConvertToNonresident
0xc90c0f1439b0	\$Directory
0xc90c0f143cd0	\$Directory
0xc90c0f144180	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db
0xc90c0f1444a0	\$Directory
0xc90c0f1447c0	\$Directory
0xc90c0f144950	\$Directory
0xc90c0f144ae0	\$Directory
0xc90c0f145120	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0xc90c0f1452b0	\$Directory
0xc90c0f145440	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.DB
0xc90c0f145760	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\9aaba763-fc90-449c-9874-08ebd28f3871\c219ce504a9a8935_0
0xc90c0f145a80	\Windows\SystemResources\NPSMDesktopProvider.dll.mun
0xc90c0f145c10	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
0xc90c0f145da0	\Windows\System32\en-US\shell32.dll.mui
0xc90c0f1460c0	\Windows\System32\svchost.exe
0xc90c0f146250	\Windows\System32\winbioext.dll
